
0,21023
1,18132
2,13215
3,9801
4,7947
5,9596
6,13809
7,14787
8,12637
9,11127
10,8943
11,6771
12,5531
13,4999
14,5093
15,5512
16,5945
17,6293
18,6121
19,5904
20,6305
21,12693
22,20698
23,22784
